seg_id,env,source_file,gesture_name,label,duration_ms,npy_path,MAV_CH1,MAV_CH3,MAV_CH5,WL_CH1,WL_CH3,WL_CH5,Ratio_CH1,Ratio_CH3,Ratio_CH5
base_1-1_seg000,base,1-1.csv,1,0,569.0,processed/segments/base/1-1_seg000.npy,0.01953698940327227,0.007890579478034579,0.020320491973093577,17.00610598260716,7.716962070727747,18.21146822533376,0.4355037154299944,0.15568484019870346,0.4088114443713022
base_1-1_seg001,base,1-1.csv,1,0,223.0,processed/segments/base/1-1_seg001.npy,0.029772567430305607,0.011016711285168823,0.024709424026127597,24.935889700883305,11.208410337181178,23.40966942271924,0.4898972435996087,0.15338180604033982,0.3567209503600514
base_1-1_seg002,base,1-1.csv,1,0,496.0,processed/segments/base/1-1_seg002.npy,0.019931891731201565,0.011912850343664176,0.02270007803166261,17.884465824452512,10.095905126654696,20.08388115551374,0.40459585856810876,0.19662621252991624,0.39877792890197494
base_1-1_seg003,base,1-1.csv,1,0,752.0,processed/segments/base/1-1_seg003.npy,0.008139298344373698,0.006387733725352058,0.006974030034420939,7.33719182609605,4.988480514287418,6.0972448190106,0.4217912341288114,0.27617348115525975,0.30203528471592883
base_1-1_seg004,base,1-1.csv,1,0,513.0,processed/segments/base/1-1_seg004.npy,0.022498535884711617,0.012209382608939577,0.025084518471932094,21.17234950402884,11.073600014195572,23.10777411014671,0.40686703183748024,0.1944203454183221,0.3987126227441977
base_1-1_seg005,base,1-1.csv,1,0,760.0,processed/segments/base/1-1_seg005.npy,0.02356770726481762,0.01375477103215603,0.02804894096255023,21.62384436788654,11.705876243602399,25.8556693395971,0.37565738330833087,0.19448191348717525,0.4298607032044938
base_1-1_seg006,base,1-1.csv,1,0,388.0,processed/segments/base/1-1_seg006.npy,0.031043542987676635,0.014643044070847957,0.030621362496980525,26.17968209925227,12.8179166923921,28.464109393374677,0.43331395186204696,0.18142814945181696,0.3852578986861362
base_1-1_seg007,base,1-1.csv,1,0,554.0,processed/segments/base/1-1_seg007.npy,0.00982196213849827,0.008113627348961138,0.008294669226963211,8.834560087825508,6.321290655944887,7.253058743368113,0.43982504058231287,0.2765840625449013,0.2835908968727859
base_1-1_seg008,base,1-1.csv,1,0,506.0,processed/segments/base/1-1_seg008.npy,0.019035498877865147,0.012059049800560367,0.026320194963479527,16.50151309060477,11.453708065123356,22.351509439652343,0.3398509708790198,0.1874680363807482,0.472680992740232
base_1-1_seg009,base,1-1.csv,1,0,11.0,processed/segments/base/1-1_seg009.npy,0.006284189996617226,0.005882724712471767,0.006305034477464649,4.038235386696214,6.273730192954257,5.60585373929535,0.3727155929992391,0.28940984949902404,0.33787455750173684
base_1-1_seg010,base,1-1.csv,1,0,680.0,processed/segments/base/1-1_seg010.npy,0.025492753435364716,0.013931917706248478,0.03141270504143041,23.218569701641368,11.420727120563557,29.124383622181742,0.3582550742746379,0.1911680367545215,0.4505768889708406
base_1-1_seg011,base,1-1.csv,1,0,302.0,processed/segments/base/1-1_seg011.npy,0.010670869313048812,0.005992793959568624,0.006728082044069777,10.19659337676894,5.59997203356594,6.6306830905336085,0.5070890977420244,0.23306662345751541,0.2598442788004601
base_1-1_seg012,base,1-1.csv,1,0,959.0,processed/segments/base/1-1_seg012.npy,0.019425083374031583,0.011055383226559884,0.020247784430085562,18.214082384082634,10.009047854015035,19.217454894444575,0.3978008076881818,0.19548705135348593,0.40671214095833225
base_1-1_seg013,base,1-1.csv,1,0,800.0,processed/segments/base/1-1_seg013.npy,0.010070161893075516,0.006888339381361974,0.007793194847142295,8.952605044813936,5.482166792831249,6.82528384867578,0.4614857179543434,0.2499982936791647,0.2885159883664918
base_1-1_seg014,base,1-1.csv,1,0,763.0,processed/segments/base/1-1_seg014.npy,0.022071308822925104,0.010482240457184816,0.0177726050714234,18.873866677126244,9.337949020593015,16.290724932742574,0.48273256551237653,0.18043123569592756,0.33683619879169585
base_1-1_seg015,base,1-1.csv,1,0,207.0,processed/segments/base/1-1_seg015.npy,0.0126085062070075,0.006381937263716433,0.007610536960417391,11.409048610913974,5.489267269748436,6.652401741368273,0.5371729420141521,0.21292876172465977,0.24989829626118815
base_1-1_seg016,base,1-1.csv,1,0,260.0,processed/segments/base/1-1_seg016.npy,0.02359569501350388,0.014625160806906087,0.02992536557780732,20.458591095839903,13.754309964956446,27.800984513715818,0.3719696524405219,0.19968407141099007,0.4283462761484881
base_1-1_seg017,base,1-1.csv,1,0,329.0,processed/segments/base/1-1_seg017.npy,0.027525144800007943,0.010671234107440064,0.024561710752529137,24.679330387890197,10.868726055078447,24.714423470885194,0.46018149924084956,0.166058823344729,0.3737596774144214
base_1-1_seg018,base,1-1.csv,1,0,725.0,processed/segments/base/1-1_seg018.npy,0.026978277195838417,0.009755483829901804,0.021968016082381563,24.03357664054903,8.77591722154686,20.472455418695596,0.5077195650560212,0.14220283334133282,0.35007760160264595
base_1-1_seg019,base,1-1.csv,1,0,756.0,processed/segments/base/1-1_seg019.npy,0.020916253623902547,0.008341614707180414,0.018648732215436503,19.731436406827978,7.789556598381636,17.844816903481835,0.4683391227388828,0.15973742300203825,0.371923454259079
base_1-1_seg020,base,1-1.csv,1,0,395.0,processed/segments/base/1-1_seg020.npy,0.026477230514180015,0.013250785289385813,0.024468276136138375,24.487281751256035,11.230917875235884,23.886837106797344,0.41986596855481223,0.19532490121859805,0.3848091302265897
base_1-1_seg021,base,1-1.csv,1,0,378.0,processed/segments/base/1-1_seg021.npy,0.026898765271676894,0.01227595755158923,0.027236899002656776,24.112459321313462,10.37864567148722,23.64071005950392,0.4432121355530451,0.1757054733060473,0.3810823911409076
base_1-1_seg022,base,1-1.csv,1,0,862.0,processed/segments/base/1-1_seg022.npy,0.024633549749945527,0.009881194329367592,0.025485227169079486,21.486833618310968,8.743969705937415,22.402635451406784,0.4326457154485329,0.14405208066915431,0.4233022038823128
base_1-1_seg023,base,1-1.csv,1,0,291.0,processed/segments/base/1-1_seg023.npy,0.04032267168065998,0.01584824964708271,0.03750580979492112,37.36907339049817,13.580582676626447,35.427583677709116,0.4653937397485788,0.15589184263383096,0.3787144176175902
base_1-2_seg000,base,1-2.csv,1,0,885.0,processed/segments/base/1-2_seg000.npy,0.017418287119840205,0.007855887824745441,0.03297147474995908,13.404521210358437,6.848031392634822,28.335232215666817,0.2664499811838581,0.12784990384819148,0.6057001149679504
